metadata: measurement UID,metadata: file URL,metadata: collection,metadata: ms ID,metadata: shelfmark,metadata: ms type,metadata: part name,metadata: part ID,extent: extent,extent: n folios,extent: n endleaves,extent: n later endleaves,rolls: height,rolls: height max,rolls: height min,rolls: width,rolls: width max,rolls: width min,rolls: unit,rolls: converted,fragments: height,fragments: height max,fragments: height min,fragments: width,fragments: width max,fragments: width min,fragments: unit,leaves: height,leaves: height max,leaves: height min,leaves: width,leaves: width max,leaves: width min,leaves: depth,leaves: depth max,leaves: depth min,leaves: unit,columns: n,columns: n max,columns: n min,columns: height,columns: height max,columns: height min,columns: width,columns: width max,columns: width min,columns: unit,intercolumn: width,intercolumn: width max,intercolumn: width min,intercolumn: unit,written area: n,written area: n max,written area: n min,written area: height,written area: height max,written area: height min,written area: width,written area: width max,written area: width min,written area: unit,ruling: n,ruling: n max,ruling: n min,ruling: height,ruling: height max,ruling: height min,ruling: width,ruling: width max,ruling: width min,ruling: unit,ruling: medium,ruling: top line
MS_Add_C_15_measure_1,manuscript_114,Add_C,MS_Add_C_15,MS. Add. C. 15,manuscript,,MS_Add_C_15,ii (paper) + 158 + ii (paper) folios,158.0,,4.0,,,,,,,,,,,,,,,,320.0,320.0,320.0,240.0,240.0,240.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,28 29,29.0,28.0,235–45,245.0,235.0,155–65,165.0,155.0,mm,,,,,,,,,,,,
MS_Add_C_29_measure_1,manuscript_149,Add_C,MS_Add_C_29,MS. Add. C. 29,manuscript,,MS_Add_C_29,ii + 188 + ii leaves,188.0,,4.0,,,,,,,,,,,,,,,,280.0,280.0,280.0,220.0,220.0,220.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,35.0,35.0,35.0,,,,,,,,,,,228.0,228.0,228.0,177.0,177.0,177.0,mm,,
MS_Add_C_73_measure_1,manuscript_157,Add_C,MS_Add_C_73,MS. Add. C. 73,manuscript,,MS_Add_C_73,173 fols.,173.0,,,,,,,,,,,,,,,,,,285.0,285.0,285.0,200.0,200.0,200.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,33.0,33.0,33.0,203.0,203.0,203.0,120.0,120.0,120.0,mm,,,,,,,,,,,,
MS_Add_C_108_measure_1,manuscript_94,Add_C,MS_Add_C_108,MS. Add. C. 108,manuscript,,MS_Add_C_108,ii + 48 + vi leaves,48.0,,8.0,,,,,,,,,,,,,,,,275.0,275.0,275.0,205.0,205.0,205.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,41 43,43.0,41.0,,,,,,,,,,,c. 217,c. 217,c. 217,153.0,153.0,153.0,mm,,
MS_Add_C_109_measure_1,manuscript_10024,Add_C,MS_Add_C_109,MS. Add. C. 109,manuscript,,MS_Add_C_109,ii + 45 + vi leaves,45.0,,8.0,,,,,,,,,,,,,,,,275.0,275.0,275.0,205.0,205.0,205.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,43 45,45.0,43.0,,,,,,,,,,,c. 195,c. 195,c. 195,135.0,135.0,135.0,mm,,
MS_Add_C_110_measure_1,manuscript_10025,Add_C,MS_Add_C_110,MS. Add. C. 110,manuscript,,MS_Add_C_110,ii + 11 + iv + 12 + xviii leaves,23.0,,24.0,,,,,,,,,,,,,,,,275.0,275.0,275.0,205.0,205.0,205.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,40 42,42.0,40.0,,,,,,,,,,,c. 205,c. 205,c. 205,150.0,150.0,150.0,mm,ink,
MS_Add_C_135_measure_1,manuscript_99,Add_C,MS_Add_C_135,MS. Add. C. 135,manuscript,,MS_Add_C_135,ii (paper) + 127 + ii (paper) leaves,127.0,,4.0,,,,,,,,,,,,,,,,290.0,290.0,290.0,203.0,203.0,203.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,40.0,40.0,40.0,,,,,,,,40.0,40.0,40.0,,,,,,,,leadpoint,below
MS_Add_C_136_measure_1,manuscript_100,Add_C,MS_Add_C_136,MS. Add. C. 136,manuscript,,MS_Add_C_136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_137_measure_1,manuscript_101,Add_C,MS_Add_C_137,MS. Add. C. 137,manuscript,,MS_Add_C_137,i + 204 leaves,204.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_138_measure_1,manuscript_102,Add_C,MS_Add_C_138,MS. Add. C. 138,manuscript,,MS_Add_C_138,ii + 181 leaves,181.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_142_measure_1,manuscript_107,Add_C,MS_Add_C_142,MS. Add. C. 142,manuscript,,MS_Add_C_142,154 fols.,154.0,,,,,,,,,,,,,,,,,,260.0,260.0,260.0,160.0,160.0,160.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,38.0,38.0,38.0,184.0,184.0,184.0,115.0,115.0,115.0,mm,,,,,,,,,,,,
MS_Add_C_145_measure_1,manuscript_110,Add_C,MS_Add_C_145,MS. Add. C. 145,manuscript,,MS_Add_C_145,49 fols.,49.0,,,,,,,,,,,,,,,,,,239.0,239.0,239.0,176.0,176.0,176.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,39 40,40.0,39.0,160–5,165.0,160.0,120–5,125.0,120.0,mm,,,,,,,,,,,,
MS_Add_C_147_measure_1,manuscript_112,Add_C,MS_Add_C_147,MS. Add. C. 147,manuscript,,MS_Add_C_147,ii + 36 + ii fol.,36.0,,4.0,,,,,,,,,,,,,,,,265.0,265.0,265.0,190.0,190.0,190.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,20.0,20.0,20.0,160.0,160.0,160.0,110.0,110.0,110.0,mm,,,,,,,,,,,,
MS_Add_C_150_measure_1,manuscript_115,Add_C,MS_Add_C_150,MS. Add. C. 150,manuscript,,MS_Add_C_150,ii + 339 leaves,339.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_151_measure_1,manuscript_116,Add_C,MS_Add_C_151,MS. Add. C. 151,manuscript,,MS_Add_C_151,"ii + 78 + ii fol. 2 leaves missing after fol. 78, then should follow fols. 65–70",78.0,,4.0,,,,,,,,,,,,,,,,342.0,342.0,342.0,240.0,240.0,240.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,28.0,28.0,28.0,230.0,230.0,230.0,165.0,165.0,165.0,mm,,,,,,,,,,,,
MS_Add_C_153_measure_1,manuscript_118,Add_C,MS_Add_C_153,MS. Add. C. 153,manuscript,,MS_Add_C_153,1 + iv + 1 + 172 (173) + 1 fol.,172.0,3.0,4.0,,,,,,,,,,,,,,,,310.0,310.0,310.0,220.0,220.0,220.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,29.0,29.0,29.0,215.0,215.0,215.0,120.0,120.0,120.0,mm,,,,,,,,,,,,
MS_Add_C_188_measure_1,manuscript_124,Add_C,MS_Add_C_188,MS. Add. C. 188,manuscript,,MS_Add_C_188,vii + 225 leaves,225.0,,7.0,,,,,,,,,,,,,,,,255.0,255.0,255.0,165.0,165.0,165.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,33 34,34.0,33.0,190–5,195.0,190.0,110–15,115.0,110.0,mm,,,,,,,,,,,,
MS_Add_C_192_measure_1,manuscript_125,Add_C,MS_Add_C_192,MS. Add. C. 192,manuscript,,MS_Add_C_192,217 fols.,217.0,,,,,,,,,,,,,,,,,,325.0,325.0,325.0,240.0,240.0,240.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,30.0,30.0,30.0,230–5,235.0,230.0,90–100,100.0,90.0,mm,,,,,,,,,,,,
MS_Add_C_249_measure_1,manuscript_132,Add_C,MS_Add_C_249,MS. Add. C. 249,manuscript,,MS_Add_C_249,1 + 359 leaves,359.0,1.0,,,,,,,,,,,,,,,,,258.0,258.0,258.0,200.0,200.0,200.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_252_measure_1,manuscript_134,Add_C,MS_Add_C_252,MS. Add. C. 252,manuscript,,MS_Add_C_252,,,,,,,,,,,,,,,,,,,,295.0,295.0,295.0,205.0,205.0,205.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,37.0,37.0,37.0,190.0,190.0,190.0,115.0,115.0,115.0,mm,,,,,,,,,,,,
MS_Add_C_260_measure_1,manuscript_136,Add_C,MS_Add_C_260,MS. Add. C. 260,manuscript,,MS_Add_C_260,6 fols.,6.0,,,,,,,,,,,,,,,,,,315.0,315.0,315.0,225.0,225.0,225.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,28 31,31.0,28.0,230.0,230.0,230.0,140.0,140.0,140.0,mm,,,,,,,,,,,,
MS_Add_C_263_measure_1,manuscript_137,Add_C,MS_Add_C_263,MS. Add. C. 263,manuscript,,MS_Add_C_263,120 leaves,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_264_measure_1,manuscript_138,Add_C,MS_Add_C_264,MS. Add. C. 264,manuscript,,MS_Add_C_264,ii + 128 leaves,128.0,,2.0,,,,,,,,,,,,,,,,300.0,300.0,300.0,220.0,220.0,220.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,28.0,28.0,28.0,200–5,205.0,200.0,110.0,110.0,110.0,mm,,,,,,,,,,,,
MS_Add_C_280_measure_1,manuscript_145,Add_C,MS_Add_C_280,MS. Add. C. 280,manuscript,,MS_Add_C_280,127 leaves,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_C_285_measure_1,manuscript_148,Add_C,MS_Add_C_285,MS. Add. C. 285,manuscript,,MS_Add_C_285,"iii + 91 leaves, each page mounted separately in a paper frame",91.0,,,,,,,,,,,,,,,,,,228.0,228.0,228.0,170.0,170.0,170.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_1_measure_1,manuscript_162,Add_D,MS_Add_D_1,MS. Add. D. 1,manuscript,,MS_Add_D_1,xviii + 240 leaves Catchwords: ad decennium,240.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_2_measure_1,manuscript_167,Add_D,MS_Add_D_2,MS. Add. D. 2,manuscript,,MS_Add_D_2,i + 80 leaves,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_3_measure_1,manuscript_168,Add_D,MS_Add_D_3,MS. Add. D. 3,manuscript,,MS_Add_D_3,xiv + 301 leaves,301.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_10_measure_1,manuscript_163,Add_D,MS_Add_D_10,MS. Add. D. 10,manuscript,,MS_Add_D_10,ii + 139 fols.,139.0,,2.0,,,,,,,,,,,,,,,,400.0,400.0,400.0,280.0,280.0,280.0,,,,mm,2.0,2.0,2.0,260.0,260.0,260.0,70.0,70.0,70.0,mm,,,,,60.0,60.0,60.0,,,,,,,,,,,,,,,,,,,
MS_Add_D_32_measure_1,manuscript_169,Add_D,MS_Add_D_32,MS. Add. D. 32,manuscript,,MS_Add_D_32,ii + 40 leaves,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_33_measure_1,manuscript_170,Add_D,MS_Add_D_33,MS. Add. D. 33,manuscript-composite,MS. Add. D. 33 – Part 1 MS. Add. D. 33 – Part 2 MS. Add. D. 33 – Part 3,MS_Add_D_33,i + 205 leaves,205.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_39_measure_1,manuscript_171,Add_D,MS_Add_D_39,MS. Add. D. 39,manuscript,,MS_Add_D_39,218 fols.,218.0,,,,,,,,,,,,,,,,,,440.0,440.0,440.0,290.0,290.0,290.0,,,,mm,2.0,2.0,2.0,265.0,265.0,265.0,70.0,70.0,70.0,mm,,,,,60.0,60.0,60.0,,,,,,,,,,,,,,,,,,,
MS_Add_D_42_measure_1,manuscript_172,Add_D,MS_Add_D_42,MS. Add. D. 42,manuscript,,MS_Add_D_42,iii + 73 leaves,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_43_measure_1,manuscript_173,Add_D,MS_Add_D_43,MS. Add. D. 43,manuscript,,MS_Add_D_43,iii + 16 leaves,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_46_measure_1,manuscript_174,Add_D,MS_Add_D_46,MS. Add. D. 46,manuscript,,MS_Add_D_46,139 fols.,139.0,,,,,,,,,,,,,,,,,,390.0,390.0,390.0,280.0,280.0,280.0,,,,mm,2.0,2.0,2.0,265–75,275.0,265.0,90.0,90.0,90.0,mm,,,,,50 52,52.0,50.0,,,,,,,,,,,,,,,,,,,
MS_Add_D_47_measure_1,manuscript_175,Add_D,MS_Add_D_47,MS. Add. D. 47,manuscript,,MS_Add_D_47,160 leaves,160.0,,,,,,,,,,,,,,,,,,c. 400–405,405.0,400.0,275.0,275.0,275.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,24.0,24.0,24.0,280.0,280.0,280.0,180.0,180.0,180.0,mm,,,,,,,,,,,leadpoint,below
MS_Add_D_48_measure_1,manuscript_176,Add_D,MS_Add_D_48,MS. Add. D. 48,manuscript,,MS_Add_D_48,ii + 32 + ii fol.,32.0,,4.0,,,,,,,,,,,,,,,,400.0,400.0,400.0,290.0,290.0,290.0,,,,mm,,,,,,,,,,,,,,,,,,267.0,267.0,267.0,182.0,182.0,182.0,mm,,,,,,,,,,,,
MS_Add_D_80_measure_1,manuscript_177,Add_D,MS_Add_D_80,MS. Add. D. 80,manuscript,,MS_Add_D_80,ii + 88 leaves,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_83_measure_1,manuscript_178,Add_D,MS_Add_D_83,MS. Add. D. 83,manuscript,,MS_Add_D_83,101 leaves,101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_98_measure_1,manuscript_9986,Add_D,MS_Add_D_98,MS. Add. D. 98,manuscript,,MS_Add_D_98,"12 leaves or parts of leaves (fols. i-ii, 13-end are blank paper)",12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_D_104_measure_1,manuscript_164,Add_D,MS_Add_D_104,MS. Add. D. 104,manuscript,,MS_Add_D_104,192 fols.,192.0,,,,,,,,,,,,,,,,,,485.0,485.0,485.0,325.0,325.0,325.0,,,,mm,2.0,2.0,2.0,365–375,375.0,365.0,100.0,100.0,100.0,mm,,,,,45 47,47.0,45.0,,,,,,,,,,,,,,,,,,,
MS_Add_D_113_measure_1,manuscript_166,Add_D,MS_Add_D_113,MS. Add. D. 113,manuscript,,MS_Add_D_113,i + 38 leaves,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Add_E_14_R_measure_1,manuscript_180,Add_E,MS_Add_E_14_R,MS. Add. E. 14 (R),manuscript,,MS_Add_E_14_R,,,,,4215 mm,4215.0,4215.0,325 mm,325.0,325.0,mm,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Arch_Selden_A_1_measure_1,manuscript_8834,Arch_Selden,MS_Arch_Selden_A_1,MS. Arch. Selden. A. 1,manuscript-composite,,MS_Arch_Selden_A_1,"i (paper, 16th cent.) + ii (paper, added 1985–6) + i (paper, 16th cent.) + 71 + i (paper, 16th cent.) + 10 + iii (paper, 17th cent.), foliated i-ii, 1–85.",81.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Arch_Selden_A_1_measure_2,manuscript_8834,Arch_Selden,MS_Arch_Selden_A_1,MS. Arch. Selden. A. 1,part,,MS_Arch_Selden_A_1-part1,"i (paper, 16th cent.) + ii (paper, added 1985–6) + i (paper, 16th cent.) + 71 + i (paper, 16th cent.)",71.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Arch_Selden_A_2_measure_1,manuscript_8835,Arch_Selden,MS_Arch_Selden_A_2,MS. Arch. Selden. A. 2,manuscript,,MS_Arch_Selden_A_2,20 leaves,20.0,,,,,,,,,,,,,,,,,,275.0,275.0,275.0,275.0,275.0,275.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Arch_Selden_A_72_3_measure_1,manuscript_8836,Arch_Selden,MS_Arch_Selden_A_72_3,MS. Arch. Selden. A. 72 (3),manuscript,,MS_Arch_Selden_A_72_3,,,,,380 mm,380.0,380.0,3500 mm,3500.0,3500.0,mm,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Arch_Selden_B_11_measure_1,manuscript_8838,Arch_Selden,MS_Arch_Selden_B_11,MS. Arch. Selden. B. 11,manuscript,,MS_Arch_Selden_B_11,i + 170 leaves,170.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Arch_Selden_B_13_measure_1,manuscript_8839,Arch_Selden,MS_Arch_Selden_B_13,MS. Arch. Selden. B. 13,manuscript,,MS_Arch_Selden_B_13,66 leaves,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Arch_Selden_B_23_measure_1,manuscript_8848,Arch_Selden,MS_Arch_Selden_B_23,MS. Arch. Selden. B. 23,manuscript,,MS_Arch_Selden_B_23,154 leaves,154.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Arch_Selden_B_24_measure_1,manuscript_8849,Arch_Selden,MS_Arch_Selden_B_24,MS. Arch. Selden. B. 24,manuscript,,MS_Arch_Selden_B_24,"iv (modern endleaves) + 231 + ii (modern endleaves, foliated 232-233)",231.0,,6.0,,,,,,,,,,,,,,,,260.0,260.0,260.0,175.0,175.0,175.0,,,,mm,,,,,,,,,,,,,,,32 43,43.0,32.0,,,,,,,,,,,,,,,,,,,
MS_Arch_Selden_B_50_measure_1,manuscript_8873,Arch_Selden,MS_Arch_Selden_B_50,MS. Arch. Selden. B. 50,manuscript,,MS_Arch_Selden_B_50,190 leaves,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Arch_Selden_B_51_measure_1,manuscript_8874,Arch_Selden,MS_Arch_Selden_B_51,MS. Arch. Selden. B. 51,manuscript,,MS_Arch_Selden_B_51,316 leaves,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_6_measure_1,manuscript_207,Ash_Rolls,MS_Ash_Rolls_6,MS. Ash. Rolls 6,manuscript,,MS_Ash_Rolls_6,5 fols. folded to form a girdle book. (unfolded) (folded),5.0,,,,,,,,,,,,,,,,,,300.0,300.0,300.0,185.0,185.0,185.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_33_measure_1,manuscript_197,Ash_Rolls,MS_Ash_Rolls_33,MS. Ash. Rolls 33,part,,MS_Ash_Rolls_33-part1,,,,,730 mm,730.0,730.0,265 mm,265.0,265.0,mm,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_33_measure_2,manuscript_197,Ash_Rolls,MS_Ash_Rolls_33,MS. Ash. Rolls 33,part,,MS_Ash_Rolls_33-part2,,,,,670 mm,670.0,670.0,270 mm,270.0,270.0,mm,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_38_measure_1,manuscript_200,Ash_Rolls,MS_Ash_Rolls_38,MS. Ash. Rolls 38,manuscript,,MS_Ash_Rolls_38,,,,,3550 mm,3550.0,3550.0,270 mm,270.0,270.0,mm,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_50_measure_1,manuscript_205,Ash_Rolls,MS_Ash_Rolls_50,MS. Ash. Rolls 50,manuscript,,MS_Ash_Rolls_50,,,,,1920 mm,1920.0,1920.0,500 mm,500.0,500.0,mm,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ash_Rolls_55_measure_1,manuscript_360,Ashmole,MS_Ash_Rolls_55,MS. Ash. Rolls 55,manuscript,,MS_Ash_Rolls_55,5 folios (size of a full sheet fully opened) (size of a fully folded sheet),5.0,,,,,,,,,,,,,,,,,,260.0,260.0,260.0,135.0,135.0,135.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_34_measure_1,manuscript_322,Ashmole,MS_Ashmole_34,MS. Ashmole 34,manuscript,,MS_Ashmole_34,"ii (paper endleaves, seventeenth century) + 1 (parchment, with woodcut) + 176 (parchment, with text) + 3 (parchment endleaves, blank) + ii (paper endleaves, seventeenth century).",176.0,4.0,4.0,,,,,,,,,,,,,,,,335.0,335.0,335.0,245.0,245.0,245.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,40.0,40.0,40.0,225.0,225.0,225.0,125.0,125.0,125.0,mm,,
MS_Ashmole_35_measure_1,manuscript_331,Ashmole,MS_Ashmole_35,MS. Ashmole 35,manuscript,,MS_Ashmole_35,182 + 1 (early parchment endleaf) with 17th-century paper padding before and after,182.0,1.0,,,,,,,,,,,,,,,,,345–50,350.0,345.0,235–240,240.0,235.0,,,,mm,2.0,2.0,2.0,,,,,,,,,,,,44 48,48.0,44.0,255–60,260.0,255.0,175–80,180.0,175.0,mm,,,,,,,,,,,,
MS_Ashmole_39_measure_1,manuscript_338,Ashmole,MS_Ashmole_39,MS. Ashmole 39,manuscript,,MS_Ashmole_39,"i (parchment pastedown, contemporary) + 109 (paper) + i (parchment pastedown, contemporary)",109.0,2.0,,,,,,,,,,,,,,,,,288–290,290.0,288.0,208–210,210.0,208.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,28.0,28.0,28.0,,,,,,,,,,,204–210,210.0,204.0,115–119,119.0,115.0,mm,,
MS_Ashmole_40_measure_1,manuscript_344,Ashmole,MS_Ashmole_40,MS. Ashmole 40,manuscript,,MS_Ashmole_40,"i (modern endleaf, paper) + viii (modern endleaf, paper) + 98 (parchment with paper leaves supplied at ff. 65, 70, 74) + viii (modern endleaf, paper) + i (modern endleaf, paper).",98.0,,18.0,,,,,,,,,,,,,,,,275.0,275.0,275.0,192.0,192.0,192.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,28.0,28.0,28.0,190.0,190.0,190.0,108.0,108.0,108.0,mm,,
MS_Ashmole_41_measure_1,manuscript_345,Ashmole,MS_Ashmole_41,MS. Ashmole 41,manuscript-composite,MS. Ashmole 41 – Part 1 (fols. 1-133) MS. Ashmole 41 – Part 2 (fols. 134-159),MS_Ashmole_41,"v (modern end leaves, paper) + 1-2 (contemporary end leaves, parchment, unfoliated) + 3-135 + 136-161 + v (modern end leaves, paper)",159.0,2.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_41_measure_2,manuscript_345,Ashmole,MS_Ashmole_41,MS. Ashmole 41,part,MS. Ashmole 41 – Part 1 (fols. 1-133),MS_Ashmole_41-part1,,,,,,,,,,,,,,,,,,,,265.0,265.0,265.0,175.0,175.0,175.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,34.0,34.0,34.0,185.0,185.0,185.0,100.0,100.0,100.0,mm,,
MS_Ashmole_41_measure_3,manuscript_345,Ashmole,MS_Ashmole_41,MS. Ashmole 41,part,MS. Ashmole 41 – Part 2 (fols. 134-159),MS_Ashmole_41-part2,,,,,,,,,,,,,,,,,,,,250–260,260.0,250.0,167.0,167.0,167.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,35.0,35.0,35.0,190.0,190.0,190.0,120.0,120.0,120.0,mm,,,,,,,,,,,,
MS_Ashmole_43_measure_1,manuscript_348,Ashmole,MS_Ashmole_43,MS. Ashmole 43,manuscript,,MS_Ashmole_43,x + 265 + xi leaves,265.0,,21.0,,,,,,,,,,,,,,,,230.0,230.0,230.0,137.0,137.0,137.0,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,63 47,63.0,47.0,,,,,,,,,,,176.0,176.0,176.0,100.0,100.0,100.0,mm,,
MS_Ashmole_44_measure_1,manuscript_349,Ashmole,MS_Ashmole_44,MS. Ashmole 44,manuscript,,MS_Ashmole_44,,,,,,,,,,,,,,,,,,,,222-225,222-225,222-225,144-147,144-147,144-147,,,,mm,1.0,1.0,1.0,,,,,,,,,,,,25 34,34.0,25.0,145-175,145-175,145-175,110-125,110-125,110-125,mm,,,,,,,,,,,,
MS_Ashmole_45_measure_1,manuscript_350,Ashmole,MS_Ashmole_45,MS. Ashmole 45,manuscript-composite,MS. Ashmole 45 - end leaves (i-viii) MS. Ashmole 45 || Part A || (fols. 1r-41v) MS. Ashmole 45 || Part B || MS. Ashmole 45 || Part C MS. Ashmole 45 || Part D,MS_Ashmole_45,"i (modern paste down, paper) + viii (modern end leaves, paper) + 41 (SC 6926 and 7487 in one codicological unit, sixteenth century, paper) + 27 (SC 6927, fifteenth century, parchment) + 18 (SC 6928, seventeenth century, paper) + 56 (SC 6929, seventeenth century, paper) + viii (modern end leaves, paper) + i (modern end leaf, formerly paste down, paper)",142.0,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MS_Ashmole_45_measure_2,manuscript_350,Ashmole,MS_Ashmole_45,MS. Ashmole 45,part,MS. Ashmole 45 - end leaves (i-viii),MS_Ashmole_45-endleaves,,,,,,,,,,,,,,,,,,,,230.0,230.0,230.0,147.0,147.0,147.0,,,,mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
